movie_id,person_id,credit_id,character_name,cast_order,cast_id
41289,126068,52fe45c1c3a36847f80d897f,Cameraman #2,30,43
41289,126070,52fe45c1c3a36847f80d8987,Pressman #1,31,45
41289,126071,52fe45c1c3a36847f80d898b,Pressman #2,32,46
41289,126073,52fe45c1c3a36847f80d898f,Pressman #3,33,47
41289,126074,52fe45c1c3a36847f80d8993,Pressman #4,34,48
41289,126076,52fe45c1c3a36847f80d8997,Pressman #5,35,50
41289,126077,52fe45c1c3a36847f80d899b,Pressman #6,36,51
41289,126078,52fe45c1c3a36847f80d899f,Pressman #7,37,52
41289,126079,52fe45c1c3a36847f80d89a3,Pressman #8,38,53
41289,126080,52fe45c1c3a36847f80d89a7,Pressman #9,39,54
41289,72511,5c1cf51492514127f54e5237,,40,61
41289,126049,5f40e8e36a34480035aec713,Stall Keeper,41,62
25563,3380,52fe44d0c3a368484e0384fb,Mary Dwight Strauber,0,1
25563,4110,52fe44d0c3a368484e0384ff,David Graham,1,2
25563,93970,52fe44d0c3a368484e038503,"Dorothy ""Gabby"" Marvin",2,3
25563,33277,52fe44d0c3a368484e038507,Emmy Lou Eagan,3,4
25563,93972,52fe44d0c3a368484e038513,Florrie Liggett,4,7
25563,93971,52fe44d0c3a368484e03850b,Estelle Porter,5,5
25563,93973,52fe44d0c3a368484e038517,Betty Strauber,6,8
25563,30005,52fe44d0c3a368484e03851b,Louie,7,9
25563,16761,52fe44d0c3a368484e03850f,Johnny Vanning,8,6
25563,16766,5beb3be192514143ea05d8b7,Gordon,9,28
25563,89730,5c978d89c3a36841973b2fa8,Charlie Delaney,10,32
25563,94882,5c978d9ac3a36841b93b1a7a,Ralph Krawford,11,33
25563,20368,5beb3c0c92514143ea05d8eb,Arthur Sheldon,12,29
25563,90333,5c978df49251411742f46bab,Vanning's Lawyer,13,34
25563,148794,5c978e0a0e0a264cbdc0c574,Head Waiter,14,35
25563,95729,5c978e1b0e0a264cc6c0cff3,Bob Crandall,15,36
25563,34091,5c978e270e0a264cc9c0c20f,Eddie,16,37
25563,34036,5c978e36c3a368419a3b46c4,George Beler,17,38
25563,1299051,5c978e459251416b3af552f6,Bell Captain,18,39
25563,95728,5c978e560e0a264cd3c0d2eb,Mr. Truble,19,40
25563,139179,5c978e64c3a36841973b3139,Vincent,20,41
25563,1022223,5c978e74c3a36841b93b1be4,Mac,21,42
25563,33705,5c978e81c3a36877e6395371,Ferguson,22,43
25563,120741,5e074d399bcd0f001a1079e8,Drunk,23,45
25563,33855,5e0751d74c1d9a0015e1a61e,Detective Ferguson (uncredited),24,94
25563,1271049,5e07508026dac10012708b54,Little Joe Dinero (uncredited),25,69
25563,117036,5e0750474c1d9a0013e19655,Smith (uncredited),26,64
25563,34238,5e074d6beda4b700142bcca5,Sad Man in Nightclub (uncredited),27,47
25563,1468172,5e074d99eda4b700142bcce5,Plainclothesman (uncredited),28,51
25563,1371321,5e0750279bcd0f001510e9bf,Bailiff (uncredited),29,61
25563,198219,5e0750524c1d9a0015e19fc2,Photographer (uncredited),30,65
25563,569144,5e0750c1eda4b700122bfa09,Courtroom Spectator (uncredited),31,73
25563,1027243,5e0750e7d236e600169e7737,Elevator Operator (uncredited),32,75
25563,126550,5e07512126dac100177281e8,Radio News Commentator (voice) (uncredited),33,79
25563,931793,5e07512d9bcd0f001a1087fd,Club Piano-Mover (uncredited),34,80
25563,1364421,5e07517f26dac100147351cc,Gambler (uncredited),35,87
25563,103068,5e07500eeda4b700172bdf8c,Man Bringing Coroner's Report (uncredited),36,59
25563,119548,5e075151eda4b700172be2da,Man in Line-Up (uncredited),37,83
25563,385470,5e07518926dac1001473529d,Man Next to Little Joe (uncredited),38,88
25563,96141,5e0751cb4c1d9a0015e1a5f0,Woman in Raid (uncredited),39,93
25563,1543059,5e074d8e4c1d9a0019e1a20c,Courtroom Reporter (uncredited),40,50
25563,1412667,5e07510426dac100177281b6,Reporter (uncredited),41,77
25563,1432760,5e0750f24c1d9a0015e1a2c1,Reporter #1 (voice) (uncredited),42,76
25563,119255,5e0751f89bcd0f001510f27f,Reporter #2 (voice) (uncredited),43,97
25563,974832,5e075031d236e600109f18f7,Reporter #3 (voice) (uncredited),44,62
25563,940721,5e075019eda4b700122bf7a1,Betty's $100 Cabbie (uncredited),45,60
25563,43845,5e074dd8eda4b700172bd932,Cabbie #1 (uncredited),46,56
25563,17759,5beb3c4c0e0a263bf305f265,Cabbie #2 (uncredited),47,30
25563,30201,5e0750759bcd0f001710f9e3,Jury Foreman #1 (uncredited),48,68
25563,980330,5e07510e4c1d9a0015e1a38e,Jury Foreman #2 (uncredited),49,78
25563,179327,5e0751739bcd0f001510eef2,Graham's Trial Assistant (uncredited),50,86
25563,1208020,5e074da4eda4b700172bd8b1,Graham's Trial Assistant (uncredited),51,52
25563,132322,5e074dcc9bcd0f001a107ac3,Graham's Trial Assistant (uncredited),52,55
25563,1439914,5e07503c9bcd0f001a108573,Doorman (uncredited),53,63
25563,195086,5e0750a4d236e600109f1a1c,Club Intimate Doorman (uncredited),54,71
25563,143822,5e074d83d236e600109f0ffc,Croupier (uncredited),55,49
25563,1312720,5e07519626dac100147352bb,Croupier (uncredited),56,89
25563,1421138,59c567859251415b3202fffe,Bartender (uncredited),57,27
25563,1278060,5e07513926dac10012708db2,Bartender (uncredited),58,81
25563,1313186,5e0751bfd236e600109f1c6f,Bartender (uncredited),59,92
25563,124882,5e074db6eda4b700122bec18,Court Clerk #1 (uncredited),60,54
25563,997751,5e074ffcd236e600109f1851,Court Clerk #2 (uncredited),61,58
25563,34008,5e0751e3d236e600169e781a,Court Clerk #2 (uncredited),62,95
25563,1432014,5e075095d236e600109f1a0f,Party Guest (uncredited),63,70
25563,135827,5e0751a04c1d9a0013e19b15,Party Guest (uncredited),64,90
25563,583697,5e074debd236e600129e0ffb,Judge #1 (uncredited),65,57
25563,30216,5e0751ec4c1d9a0015e1a6ca,Judge #2 (uncredited),66,96
25563,120200,5e0751464c1d9a0015e1a438,Club Patron / Courtroom Cop (uncredited),67,82
25563,1471397,5e07516926dac10014735137,Café Patron (uncredited),68,85
25563,1186118,5e07515ceda4b700172be2f2,Dancing Club Patron (uncredited),69,84
25563,1233127,5e075060d236e600109f1977,Dancing Club Patron (uncredited),70,66
25563,29274,5e075209eda4b700122bff61,Waiter (uncredited),71,98
25563,1420472,5e074dae26dac10017727aed,Henchman (uncredited),72,53
25563,1471394,5e074d4cd236e600109f0f94,Gangster (uncredited),73,46
25563,103094,5e0750b5eda4b700122bf9ef,Henchman (uncredited),74,72
25563,109776,5e07521826dac10012708e9b,Henchman (uncredited),75,99
25563,33383,5e07506aeda4b700122bf8e9,Second Juror #2 (uncredited),76,67
25563,1271017,5e0751b34c1d9a0015e1a5cf,Second Juror #3 (uncredited),77,91
25563,1091997,5c978e910e0a264cc9c0c2a8,Juror (uncredited),78,44
25563,171111,6003c5d30328b9003ee177cb,Dancing Club Patron (uncredited),79,113
25563,119260,6193fa948e2ba6009215662f,Henchman (uncredited),80,114
50618,59899,52fe47cec3a36847f814948d,лейтенант Кижеватов,0,2
50618,224489,52fe47cec3a36847f8149491,Ефим Фомин,1,3
50618,235794,52fe47cec3a36847f8149495,Анна Кижеватова,2,4
50618,83836,52fe47cec3a36847f8149499,лейтенант Почерников,3,5
50618,581673,52fe47cec3a36847f814949d,Соня,4,6
50618,530117,52fe47cec3a36847f81494a1,Сашка Акимов,5,7
50618,143744,52fe47cec3a36847f81494a5,Пётр Гаврилов,6,8
50618,569185,52fe47cec3a36847f81494a9,жена Кижеватова,7,9
50618,1151244,55233b9b92514147520005f5,диверсант,8,38
50618,127121,52fe47cec3a36847f81494b1,жена Гаврилова,9,11
50618,1447110,551804cac3a36862ef003f33,Шура Почерникова,10,33
50618,1447111,55180507c3a36862ef003f3d,лейтенант НКВД Вайнштейн,11,34
50618,583739,55180551c3a36862ef003f4d,лейтенант Виноградов,12,35
50618,1447113,5518058dc3a3685cfa002397,лейтенант Андрей Акимов,13,36
50618,584051,5762dfeb925141329e0000c0,Колька,14,39
50618,495874,5762e1b59251413d1d000024,Николаев,15,40
50618,2002972,5ab0d8240e0a2676ce0093ac,солдат,16,41
50618,1112012,5ab4cda30e0a265f2101ab42,"Карелин, летчик",17,42
50618,2017197,5ac77f0ec3a36834d00269f5,лейтенант Григорьев,18,43
50618,2282430,5d08e41d0e0a2630d0ca6abe,,19,44
50618,2479506,5defb7d54b0c63001549de40,рядовой Серёгин,20,45
50618,1384643,62c41090544c41144acf5590,капитан Иван Зубачев,21,47
50618,1997174,62c410ae6a300b007c291545,Кофтун,22,48
50618,935418,62c410ca6a300b00599ef9a3,Кавалёнок,23,49
50618,99301,62c41106a313b8005962e267,военврач Маслов,24,50
50618,1861957,62c41115544c41144acf55d4,немецкий офицер,25,51
50618,2246868,62c411326a300b00599ef9d9,Самвел Матевосян,26,52
50618,1471758,62c41162a313b8005962e294,артиллерист,27,53
50618,110035,62c4117e22e4803882a43136,"читает закадровый текст, озвучка",28,54
50618,143669,62c411914e4dff007d55a4e8,Сашка Акимов в старости,29,55
50618,2469490,62c411b39672ed23ceff9f8c,Константин,30,56
50618,2221929,62c411c39672ed23d0958fa0,немецкий офицер,31,57
50618,1959549,62c411e322e48038847e127a,начальник ж/станции,32,58
50618,2063040,62c412036a300b007c2915c7,железнодорожный обходчик,33,59
50618,2385546,62c41226a313b8007cca097f,медсестра,34,60
50618,81002,62c4123d2da84606af3601ea,Проскурин,35,61
50618,2713259,62c412546a300b007c2915f0,снайпер,36,62
50618,2901447,62c4126b2da84606b0fcc7a9,санитар,37,63
50618,2877865,62c412806a300b007c29160b,Алик Бобков,38,64
50618,1181890,62c4128922e48038847e12d5,,39,65
50618,353412,62c41296544c411449fb21a6,,40,66
50618,1011973,62c412a9544c41144bac1304,,41,67
50618,2980458,62c412b2f1b5711fe60ea441,,42,68
50618,2403488,62c412bb9672ed23cf2ffcc0,,43,69
50618,5826984,691e001cf4e58c8ed0548913,дневальный,44,80
18217,121821,52fe476a9251416c750987a7,Rene,0,3
18217,121822,52fe476a9251416c750987ab,Laura,1,4
18217,121825,52fe476a9251416c750987b3,Phil,2,7
18217,2144,52fe476a9251416c750987b7,Lester,3,8
18217,951624,52fe476a9251416c750987c7,Zane,4,11
18217,1088532,52fe476a9251416c750987cb,Julie,5,12
18217,28634,551d21f8c3a368309c00024d,Danny,6,13
14057,12640,52fe45c79251416c750623a3,Tom,0,3
14057,1231,52fe45c79251416c750623a7,Rebecca,1,4
14057,8289,52fe45c79251416c750623ab,Tobey,2,5
14057,1579,52fe45c79251416c750623af,Elaine,3,6
14057,21180,586eb06ec3a3683b6d00b6ac,Jasper Bernard,4,7
14057,8170,586eb09e925141295100ae48,Faith Faison,5,8
14057,6913,586eb0b0925141294e00ac4b,Norah,6,9
14057,52865,586eb0ce925141295100ae66,Dr. Beekman,7,10
14057,1225953,586eb0d8c3a3683b78009d52,Rand,8,11
14057,1041542,586eb0ebc3a3683b7600abdb,David,9,12
14057,52776,586eb0fa925141295100ae7f,Pamela,10,13
14057,84407,586eb12dc3a3683b7100ae31,Gordon,11,14
14057,6474,586eb137c3a3683b7e00b9d4,Dante,12,15
14057,2272780,5c97adaac3a36841973b6d51,Assistant Stage Manager,13,16
14057,2318989,63b120ed5ad76b00ae90eed1,"Francis, the Director",14,31
14057,12438,657426197a3c5200ca78a3cb,Tobey's Therapist,15,32
14057,4678534,67f003e1a9313c7184ad1b56,Cosmos,16,43
91906,73817,52fe48e99251416c750b757d,Himself,0,1
68201,126548,52fe4789c3a368484e0cc653,Ko-Ko,0,1
68201,550528,52fe4789c3a368484e0cc657,Pooh-Bah,1,2
68201,184686,52fe4789c3a368484e0cc65b,The Mikado,2,3
68201,550529,52fe4789c3a368484e0cc65f,Nanki-Poo,3,4
68201,550530,52fe4789c3a368484e0cc663,Yum-Yum,4,5
68201,1462628,55468abcc3a36816bf0003bd,Pish-Tush,5,7
68201,2205417,5c2a6a430e0a2674eed318bc,Katisha,6,14
68201,1462630,55468ad7c3a3680ce800729f,Pitti-Sing,7,9
68201,1462632,55468ae592514119e000471c,Peep-Bo,8,10
68201,10655,55468af592514111490000d9,Boy,9,11
79177,204587,5a0055c3c3a36867f606705a,Herself,0,2
95467,35064,585a5a92c3a3682f580743b1,Alan Colby,0,22
95467,45467,52fe49869251416c750caccd,Denise Colby,1,8
95467,20113,52fe49869251416c750cacc9,David Prade,2,7
95467,100033,52fe49869251416c750cacd5,Madame Prade,3,10
95467,116644,52fe49869251416c750cacd9,Harry Stonehouse,4,11
95467,47381,52fe49869251416c750cacdd,Connie,5,12
95467,1004885,52fe49869251416c750cace1,Baroness de la Vailion,6,13
95467,189377,52fe49869251416c750cace5,Nicole,7,14
95467,1004886,52fe49869251416c750cace9,Doctor Roberts,8,15
95467,27944,52fe49869251416c750caced,Mr. Manfield,9,16
18550,2975,52fe47859251416c7509c6ed,Piper,0,1
18550,9045,52fe47859251416c7509c6f1,Dodge,1,2
18550,3136,52fe47859251416c7509c715,Cora,2,11
18550,883,52fe47859251416c7509c6f5,Gibson,3,3
18550,31512,52fe47859251416c7509c6f9,Pat Schiller,4,4
18550,88094,52fe47859251416c7509c6fd,Lieutenant Clark,5,5
18550,58648,52fe47859251416c7509c701,Santiago,6,6
18550,29792,52fe47859251416c7509c705,Chris Paine,7,7
18550,38570,52fe47859251416c7509c709,Warden Nichols,8,8
18550,95938,52fe47859251416c7509c70d,Mantajano,9,9
18550,95939,52fe47859251416c7509c711,Faith/Cindy,10,10
18550,95940,52fe47859251416c7509c719,Herb Foster,11,12
18550,29934,52fe47859251416c7509c71d,Officer Thornhill,12,13
18550,95941,52fe47859251416c7509c721,Chairman,13,14
18550,95942,52fe47859251416c7509c725,Margaret Parks,14,15
18550,78589,64359f08af432401038ee06c,Himself,15,41
18550,237345,692f627264eff66050286ed1,Mantejano Thug (uncredited),16,87
18550,1513690,692f6289dbf1570e026e307d,Mantejano Thug (uncredited),17,88
18550,1040864,692f629cc25ba18e9126f623,Chef (uncredited),18,89
18550,170038,692f62e511c6ab582864b26e,Milliner,19,90
49977,1102244,52fe47b3c3a36847f814392b,Fimpen,0,2
49977,81231,52fe47b3c3a36847f814392f,"Marianne, teacher",1,3
49977,74736,52fe47b3c3a36847f8143933,Mackan,2,4
49977,56882,52fe47b3c3a36847f8143937,club leader,3,5
49977,139088,52fe47b3c3a36847f814393b,principal,4,6
49977,252340,52fe47b3c3a36847f814393f,taxi driver,5,7
49977,2223885,5c47391ec3a368477a8661eb,Mackan's Fiancée,6,8
49977,2223886,5c4739360e0a263ccdc9a393,Johan's Sister,7,9
49977,2223887,5c4739579251410e1b51589c,Johan's Father,8,10
49977,2223888,5c473970c3a368576a8572e3,Johan's Mother,9,11
49977,3351465,667c49dec37738eba0557f21,tv commentator (uncredited),10,14
49977,1349144,667c49f403775a44bd557cca,tv commentator (uncredited),11,15
49977,229921,667c4a0c52a8315bf2bafd3d,tv commentator (uncredited),12,16
49977,2036544,667c4a3e322faf98f7bafc6c,tv commentator (uncredited),13,17
49977,1026129,667c4a4e3f9953681516cedc,tv commentator (uncredited),14,18
49977,1244010,667c4a633979a21f207ee7a3,radio commentator (voice),15,19
49977,2043474,667c4a783760724279bafabe,radio commentator (voice),16,20
49977,4796198,667c4abb552d24f9b92e9059,himself (uncredited),17,21
49977,4796199,667c4ad2552d24f9b92e9063,himself (uncredited),18,22
49977,934157,667c4af1518988cfe27ee799,himself (uncredited),19,23
49977,4796200,667c4b2c8928728609aa72ba,himself (uncredited),20,24
49977,2388654,667c4b39f3ad00c4467ee7b8,himself (uncredited),21,25
49977,4796201,667c4b4d3100ade85339b3c4,himself (uncredited),22,26
49977,4637373,667c4b5c8ef847744c478fc5,himself (uncredited),23,27
49977,4796203,667c4b76677a8b95b1557f9b,himself (uncredited),24,28
49977,4796204,667c4bec0a3d9dde9cf9bc65,himself (uncredited),25,29
49977,4637374,667c4c4f2bb283e831478fba,himself (uncredited),26,30
49977,4796205,667c4c5dbfbbddfe27d231d1,himself (uncredited),27,31
49977,1731278,667c4c6c3100ade85339b3d2,himself (uncredited),28,32
49977,4796206,667c4ca9677a8b95b1557faa,himself (uncredited),29,33
49977,4796207,667c4cfdc318626e2416cc49,himself (uncredited),30,34
49977,4796208,667c4d0a8e667ed918557e90,himself (uncredited),31,35
49977,2388655,667c4d19345c1fedad2e9063,himself (uncredited),32,36
49977,4796210,667c4d3343287745f9f9bd7e,himself (uncredited),33,37
49977,4796211,667c4d403b0c085e2816ce3f,himself (uncredited),34,38
49977,4796212,667c4d5dee913f1d5316cd45,himself,35,39
61821,130877,52fe4665c3a368484e08e60f,Oscar\Enzo/Sandro/nonna/cliente al bar,0,4
61821,120638,52fe4665c3a368484e08e617,Gennaro Rossi,1,6
61821,945665,5a37f32ac3a3680b9d1d4f02,cactus/donna aliena/Maz/mamma/pompiere/uomo con la mela in testa/Tonino,2,15
61821,234412,52fe4665c3a368484e08e61b,cactus/uomo alieno/Max/mamma/pompiere/arciere di Pizzo Calabro/Giovannino,3,7
61821,109143,52fe4665c3a368484e08e613,il Padreterno/cameriere/portantino ospedaliero/cantante messicano/contadino/avvocato e cliente/direttore d'orchestra,4,5
61821,141111,52fe4665c3a368484e08e61f,portiere del condominio/uomo nella sauna/gay del Settecento/cliente nel ristorante/prigioniero italiano/mafioso,5,8
61821,234413,52fe4665c3a368484e08e623,Mario il barzellettiere,6,9
61821,128752,52fe4665c3a368484e08e627,il vigile/il postino,7,10
61821,126986,52fe4665c3a368484e08e62f,il chirurgo,8,12
61821,224203,52fe4665c3a368484e08e633,moglie di Mario,9,13
61821,156294,5a37f367c3a3680b9d1d4f34,Pirata,10,17
61821,107188,52fe4665c3a368484e08e62b,,11,11
61821,2051670,5b0c47da0e0a2648460027d3,Onorevole,12,18
61821,2263545,5c870d8d0e0a2627fd5afc51,Anestesista / Commessa,13,19
61821,2189066,5e29cff04ca676001243689e,,14,20
61821,1183890,6140a1dd85c0a2008970a326,,15,21
61821,69068,632eb49f7ecd28007ba36f4b,,16,22
61821,1194450,632eb4abfcec2e008107bc72,,17,23
61821,1875872,632eb4cefcec2e008107bc81,moglie del sig. Rossi,18,24
61821,1173033,632eb500cede69007b875ee1,,19,25
75944,21177,52fe491fc3a368484e11b1e9,François Voisin,0,2
75944,4274,52fe491fc3a368484e11b1ed,Hélène Voisin,1,3
75944,30641,52fe491fc3a368484e11b1f1,Albert Grelleau,2,4
75944,35211,52fe491fc3a368484e11b1f5,Simon,3,5
75944,21938,59219b96c3a368723d05c277,L'assistante d'Hélène,4,9
75944,23733,5da5ea4c1967570013b03b67,Pascaline,5,10
75944,2433153,5da5ea77e860170012b4a96b,Catherine,6,11
75944,7692,5da5ea92afe2240018f13bdb,Julien,7,12
75944,35899,663bac0cc87059acf567e9c8,Sarkis - Le trafiquant d'armes,8,13
75944,234098,663bac450e618b468decb2e2,Vanessa - La call-girl,9,14
75944,77904,663bac64aa09c57cb2bf2b59,Braquet - Le chef des services secrets,10,15
75944,185355,663bac77ec2c0a41c663ed30,Izmir,11,16
75944,1357412,663baeaacf6ba94a953f5e9a,Le premier loubard,12,17
75944,23943,663baec19a2e190decbd857f,Le deuxième loubard,13,18
75944,583552,66b7eb58382fc34d66aa91fd,Paul,14,19
75944,1160772,66b7eb7229fd1ee90e4c1605,Philippe,15,20
75944,1457125,66b7eb9fbf3e45346572c641,La comptable du bureau,16,21
75944,1963910,66b7ec0c7df2731965283eab,Vincent,17,22
75944,1313826,66b7ec31664dbd1625aa9258,David,18,23
75944,2570603,66b7ec437df2731965283eb1,Le rocker au couteau,19,24
75944,23480,66b7ec577125246784596829,Le concierge de l'hôtel,20,25
75944,1160719,66b7ec7a888b43bc4972c625,L'équipier 1,21,26
75944,38650,66b7ec96afaf2cf51e596818,Le premier homme de main,22,27
75944,4878413,66b7ecaaa354f786239ee2b0,Le deuxième homme de main,23,28
39579,123156,52fe47289251416c9106be35,Himself,0,1
11522,21625,52fe44519251416c75030885,Andie Walsh,0,1
11522,37041,52fe44519251416c7503088d,Blane McDonough,1,3
11522,69718,52fe44519251416c75030889,Philip F. 'Duckie' Dale,2,2
11522,8873,52fe44519251416c750308b9,Iona,3,11
11522,5048,52fe44519251416c75030891,Jack Walsh,4,4
11522,13548,52fe44519251416c750308bd,Steff McKee,5,12
11522,19740,540d15a4c3a36879a8004bf6,Benny Hanson,6,14
11522,558311,60bf87090bc5290029e982b8,Jena Hoeman,7,49
11522,141046,580916c5925141438f002178,Kate,8,21
11522,10380,62de9ec9e9da691495411969,Donnelly,9,51
11522,57906,540d15b0c3a368799c004f11,Bouncer - 'Diceman',10,15
11522,8985,62de9f29dc1cb4004fac75f3,English Teacher,11,52
11522,6007,57cdde6d9251413d5b0012e7,Mrs. Dietz,12,20
11522,3459619,62de9f53a44d0907dba75371,Terrence,13,53
11522,120952,540d15d6c3a368799c004f1b,Simon,14,17
11522,11150,52fe44519251416c750308c1,Girl Friend/Gym Class - Trombley,15,13
11522,106649,62de9f6fa44d0907da28a01d,Sales Girl,16,54
11522,159714,62de9fcb0d9f5a004fc2f960,Boy in Record Store,17,55
11522,3542229,62de9ffaea84c714e6fb8d8c,Benny's Mom,18,56
11522,119895,62dea01b1dbc880672cf8e7b,Girl at Party,19,57
11522,5308432,67d6fa3c191868c54ff19d62,The Rave-Ups,20,131
11522,4735148,67d6fa50d802309703f1543d,The Rave-Ups,21,132
11522,5308435,67d6fa995963ebffde7c00c6,The Rave-Ups,22,133
11522,5308439,67d6fb3a85d13921b50127ce,The Rave-Ups,23,134
11522,8172,67d70240577665ace5f1af84,Talk Back,24,143
11522,5308467,67d6fe4cd802309703f15508,Talk Back,25,136
11522,2016439,67d6fe61ebc30a0b48012fa4,Talk Back,26,137
11522,3387683,67d7004c5963ebffde7c024c,Talk Back,27,141
11522,2133089,67d701649165f37118015060,Talk Back,28,142
11522,2013998,67d6ff2d5963ebffde7c01ba,Talk Back,29,140
11522,3187547,62dea07e0d9f5a004cb8436d,Girl at Prom,30,58
11522,56128,540d15c2c3a368799f004dc6,Duckette,31,16
11522,5308431,67d6fa035963ebffde7c009f,Kevin,32,130
11522,3790816,67d76eb385d13921b5013e0c,Kostas (voice),33,146
11522,4927528,67d76e2d85d13921b5013deb,High School Student (uncredited),34,144
11522,1758367,62dea1320d9f5a004fc2f9fc,High School Student (uncredited),35,59
11522,31235,62dea20b1dbc880673156af4,Drunk Teen (uncredited),36,63
11522,4280270,67d76e69f6b8d57b4a7bbf2c,White-Haired Chaperone in Hallway (uncredited),37,145
11522,110540,67d76edc85d13921b5013e12,Waiter at Prom (uncredited),38,147
37373,2091,52fe46439251416c9104eab1,Maxwell Fleury,0,4
37373,3360,52fe46439251416c9104eab5,Mavis Norman,1,5
37373,20155,52fe46439251416c9104eab9,Margot Seaton,2,6
37373,13637,52fe46439251416c9104eabd,Jocelyn Fleury,3,7
37373,12282,52fe46439251416c9104eac1,Hilary Carson,4,8
37373,33162,52fe46439251416c9104eac5,David Boyeur,5,9
37373,117499,52fe46439251416c9104eac9,Mrs. Fleury,6,10
37373,5182,52fe46439251416c9104eacd,Colonel Whittingham,7,11
37373,10020,52fe46439251416c9104ead1,Euan Templeton,8,12
37373,70564,52fe46439251416c9104ead5,Sylvia Fleury,9,13
37373,50998,5e89a59060b58d0018ec9836,Julian Fleury,10,28
37373,71785,5e89a59f6c74b9001797331a,Denis Archer,11,29
37373,111664,5e89a5b46c74b90015972af3,Governor Templeton,12,30
37373,11999,5e89a5c8b84f940014cb9086,Bradshaw,13,31
37373,2590344,5e89a5f5d55c3d001553541d,Colonel's Secretary,14,32
13816,37934,52fe45a69251416c7505da67,Percival,0,1
13816,98775,52fe45a69251416c7505db4b,Rooster,1,49
13816,52851,52fe45a69251416c7505da6b,Angel,2,3
13816,18288,52fe45a69251416c7505da6f,Trumpy,3,4
13816,62066,52fe45a69251416c7505da73,Ace,4,5
13816,74612,52fe45a69251416c7505da77,Zora,5,6
13816,18249,52fe45a69251416c7505da7b,Mother Hopkins,6,7
13816,60560,52fe45a69251416c7505da7f,Taffy,7,8
13816,26664,52fe45a69251416c7505da83,Percy Senior,8,9
13816,1568932,5e06751d278d8a001167a5ca,Nathan,9,66
13816,45245,52fe45a69251416c7505da87,Rose,10,10
13816,75633,52fe45a69251416c7505da8b,Young Rooster,11,11
